facility_id,License_Status,County,Licensed_Capacity,Specialty,Contract,RCS_Region_Unit,Has_Public_Reports,DateAccessed,Medicaid_Contract_Flag,n_inspections,n_investigations,n_enforcement,n_limitations,n_civil_fines,n_stop_placement,n_conditions,n_docs_total,latest_year,latest_enforcement_year,addr_shared_count,phone_shared_count,cluster_id
OR-F00103,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00221,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,1,0,0,0,6,,,1,1,
OR-F00117,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00408,Open,Clackamas,3,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,4,0,0,0,7,,,1,1,
OR-F00383,Open,Clackamas,5,AFH,,,,2026-07-12,No,3,0,0,0,0,0,0,3,,,1,1,
OR-F00427,Open,Clackamas,5,AFH,,,,2026-07-12,No,6,0,0,3,0,0,0,9,,,1,1,
OR-F00380,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,6,0,0,0,0,0,0,6,,,1,1,
OR-F00457,Open,Clackamas,5,AFH,,,,2026-07-12,No,4,0,0,2,0,0,0,6,,,1,1,
OR-F00399,Open,Clackamas,5,AFH,,,,2026-07-12,No,5,0,0,0,0,0,0,5,,,1,2,OR025
OR-F00446,Open,Clackamas,5,AFH,,,,2026-07-12,No,5,0,0,1,0,0,0,6,,,1,2,OR025
OR-F00395,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,0,0,0,0,5,,,1,1,
OR-F00135,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00379,Open,Clackamas,5,AFH,,,,2026-07-12,No,5,0,0,1,0,0,0,6,,,1,1,
OR-F00687,Open,Clackamas,5,AFH,,,,2026-07-12,No,5,0,0,0,0,0,0,5,,,1,1,
OR-F00401,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,7,0,0,6,0,0,0,13,,,1,1,
OR-F00210,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,1,0,0,0,5,,,1,2,OR001
OR-F00111,Open,Clackamas,5,AFH,,,,2026-07-12,No,1,0,0,0,0,0,0,1,,,1,2,OR001
OR-F00491,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,3,0,0,0,6,,,1,1,
OR-F00755,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,6,0,0,0,0,0,0,6,,,1,1,
OR-F00693,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,4,0,0,0,9,,,1,1,
OR-F00346,Open,Clackamas,30,"RCF, Memory Care",,,,2026-07-12,No,2,0,0,0,0,0,0,2,,,1,1,
OR-F00391,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,8,1,1,11,0,0,1,20,,,1,1,
OR-F00260,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,3,0,0,0,8,,,1,1,
OR-F00374,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00288,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,7,0,1,1,0,0,1,9,,,1,1,
OR-F00249,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,1,0,0,0,4,,,1,1,
OR-F00428,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,1,0,0,0,5,,,1,1,
OR-F00337,Open,Clackamas,52,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,5,2,0,70,0,0,0,75,,,2,2,OR037
OR-F00213,Open,Clackamas,50,NF,Medicaid,,,2026-07-12,Yes,16,8,0,25,0,0,0,41,,,1,1,
OR-F00673,Open,Clackamas,92,ALF,Medicaid,,,2026-07-12,Yes,3,1,0,31,0,0,0,34,,,1,2,OR005
OR-F00356,Open,Clackamas,24,"RCF, Memory Care",,,,2026-07-12,No,2,0,0,2,0,0,0,4,,,1,2,OR005
OR-F00204,Open,Clackamas,102,"NF, Memory Care",Medicaid,,,2026-07-12,Yes,9,4,0,23,0,0,0,32,,,1,1,
OR-F00216,Open,Clackamas,54,NF,Medicaid,,,2026-07-12,Yes,11,9,0,30,0,0,0,41,,,2,1,
OR-F00641,Open,Clackamas,72,ALF,Medicaid,,,2026-07-12,Yes,3,1,1,22,0,0,1,26,,,1,1,
OR-F00207,Open,Clackamas,50,NF,Medicaid,,,2026-07-12,Yes,9,6,1,25,0,0,1,35,,,1,1,
OR-F00752,Open,Clackamas,5,AFH,,,,2026-07-12,No,2,0,0,0,0,0,0,2,,,1,1,
OR-F00467,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,2,0,0,0,5,,,1,1,
OR-F00564,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,4,0,0,0,7,,,1,1,
OR-F00134,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,0,0,0,0,0,0,0,0,,,1,2,OR047
OR-F00377,Open,Clackamas,3,AFH,Medicaid,,,2026-07-12,Yes,2,0,0,0,0,0,0,2,,,1,1,
OR-F00604,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,11,1,0,2,0,0,0,13,,,1,1,
OR-F00685,Open,Clackamas,50,ALF,Medicaid,,,2026-07-12,Yes,3,0,0,17,0,0,0,20,,,2,2,OR037
OR-F00325,Open,Clackamas,28,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,5,1,5,45,0,0,5,55,,,1,2,OR032
OR-F00666,Open,Clackamas,74,ALF,Medicaid,,,2026-07-12,Yes,8,4,3,107,0,0,3,118,,,1,2,OR032
OR-F00143,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,2,0,0,0,6,,,1,1,
OR-F00114,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00049,Open,Clackamas,4,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00013,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,0,0,0,0,4,,,1,1,
OR-F00545,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,1,0,0,0,5,,,1,1,
OR-F00279,Open,Clackamas,5,AFH,,,,2026-07-12,No,6,0,0,0,0,0,0,6,,,1,1,
OR-F00496,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00358,Open,Clackamas,47,RCF,,,,2026-07-12,No,5,1,1,5,0,0,1,11,,,1,1,
OR-F00315,Open,Clackamas,186,"RCF, Memory Care",,,,2026-07-12,No,6,3,1,74,0,0,1,81,,,1,1,
OR-F00436,Open,Clackamas,5,AFH,,,,2026-07-12,No,6,2,0,10,0,0,0,16,,,1,1,
OR-F00119,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00009,Open,Clackamas,5,AFH,,,,2026-07-12,No,3,0,0,0,0,0,0,3,,,1,1,
OR-F00354,Open,Clackamas,104,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,7,4,2,137,0,0,2,146,,,1,1,
OR-F00599,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,6,0,0,7,0,0,0,13,,,1,1,
OR-F00452,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,1,0,2,0,0,0,7,,,1,1,
OR-F00150,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,1,0,1,0,0,0,6,,,1,1,
OR-F00525,Open,Clackamas,5,AFH,,,,2026-07-12,No,4,0,0,1,0,0,0,5,,,1,1,
OR-F00061,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00517,Open,Clackamas,5,AFH,,,,2026-07-12,No,3,0,0,2,0,0,0,5,,,1,1,
OR-F00235,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,7,1,1,3,0,0,1,11,,,1,1,
OR-F00369,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,6,1,0,16,0,0,0,22,,,1,1,
OR-F00004,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,0,0,0,0,4,,,1,1,
OR-F00381,Open,Clackamas,4,AFH,Medicaid,,,2026-07-12,Yes,6,0,0,1,0,0,0,7,,,1,1,
OR-F00048,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00096,Open,Clackamas,5,AFH,,,,2026-07-12,No,1,0,0,0,0,0,0,1,,,1,1,
OR-F00322,Open,Clackamas,31,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,4,2,1,32,0,0,1,37,,,1,2,OR038
OR-F00644,Open,Clackamas,79,ALF,,,,2026-07-12,No,7,3,1,56,0,0,1,64,,,1,1,
OR-F00035,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00280,Open,Clackamas,4,AFH,Medicaid,,,2026-07-12,Yes,7,1,0,8,0,0,0,15,,,1,1,
OR-F00458,Open,Clackamas,3,AFH,,,,2026-07-12,No,6,0,0,6,0,0,0,12,,,1,1,
OR-F00121,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00284,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,1,0,0,0,1,4,,,1,1,
OR-F00676,Open,Clackamas,61,ALF,Medicaid,,,2026-07-12,Yes,9,5,3,76,0,0,3,88,,,2,2,OR045
OR-F00324,Open,Clackamas,12,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,5,1,0,30,0,0,0,35,,,2,2,OR045
OR-F00461,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,6,0,0,5,0,0,0,11,,,1,1,
OR-F00678,Open,Clackamas,68,ALF,Medicaid,,,2026-07-12,Yes,6,3,1,109,0,0,1,116,,,1,1,
OR-F00441,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,6,0,0,1,0,0,0,7,,,1,1,
OR-F00668,Open,Clackamas,29,ALF,Medicaid,,,2026-07-12,Yes,8,4,5,24,0,0,5,37,,,1,1,
OR-F00080,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,2,0,0,0,0,0,0,2,,,1,1,
OR-F00094,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00008,Open,Clackamas,5,AFH,,,,2026-07-12,No,2,0,0,0,0,0,0,2,,,1,1,
OR-F00349,Open,Clackamas,54,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,7,3,1,82,0,0,1,90,,,1,1,
OR-F00205,Open,Clackamas,53,NF,Medicaid,,,2026-07-12,Yes,17,9,0,59,0,0,0,76,,,1,1,
OR-F00136,Open,Clackamas,5,AFH,,,,2026-07-12,No,6,0,0,13,0,0,0,19,,,1,1,
OR-F00214,Open,Clackamas,71,NF,Medicaid,,,2026-07-12,Yes,14,9,0,54,0,0,0,68,,,2,1,
OR-F00308,Open,Clackamas,70,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,6,3,1,82,0,0,1,89,,,2,1,
OR-F00475,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,7,0,1,5,0,0,1,13,,,1,1,
OR-F00580,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,1,0,3,0,0,0,8,,,1,1,
OR-F00647,Open,Clackamas,64,ALF,,,,2026-07-12,No,6,1,2,32,0,0,2,40,,,2,2,OR028
OR-F00333,Open,Clackamas,28,"RCF, Memory Care",,,,2026-07-12,No,8,3,2,47,0,0,2,57,,,2,2,OR028
OR-F00226,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,8,2,0,4,0,0,0,12,,,1,2,OR047
OR-F00740,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,4,0,0,0,9,,,1,1,
OR-F00078,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00045,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00744,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,2,0,0,0,0,0,0,2,,,1,1,
OR-F00069,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00389,Open,Clackamas,5,AFH,,,,2026-07-12,No,3,0,0,5,0,0,0,8,,,1,1,
OR-F00637,Open,Clackamas,100,ALF,Medicaid,,,2026-07-12,Yes,6,1,1,82,0,0,1,89,,,1,1,
OR-F00640,Open,Clackamas,85,ALF,,,,2026-07-12,No,6,0,0,6,0,0,0,12,,,2,2,OR041
OR-F00317,Open,Clackamas,16,"RCF, Memory Care",,,,2026-07-12,No,5,0,0,0,0,0,0,5,,,2,2,OR041
OR-F00675,Open,Clackamas,58,ALF,Medicaid,,,2026-07-12,Yes,3,0,0,24,0,0,0,27,,,1,1,
OR-F00215,Open,Clackamas,96,NF,Medicaid,,,2026-07-12,Yes,19,14,0,144,0,0,0,163,,,1,1,
OR-F00487,Open,Clackamas,1,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00157,Open,Clackamas,5,AFH,,,,2026-07-12,No,6,0,0,0,0,0,0,6,,,1,1,
OR-F00342,Open,Clackamas,72,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,10,5,2,207,0,0,2,219,,,1,1,
OR-F00031,Open,Clackamas,3,AFH,Medicaid,,,2026-07-12,Yes,2,0,0,1,0,0,0,3,,,1,1,
OR-F00718,Open,Clackamas,4,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00671,Open,Clackamas,72,ALF,Medicaid,,,2026-07-12,Yes,7,2,5,43,0,0,5,55,,,1,2,OR033
OR-F00327,Open,Clackamas,52,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,8,3,5,120,0,0,5,133,,,1,2,OR033
OR-F00612,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00623,Open,Clackamas,4,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,1,0,0,0,5,,,1,1,
OR-F00758,Open,Clackamas,5,AFH,,,,2026-07-12,No,4,1,1,1,0,0,1,6,,,1,1,
OR-F00056,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,2,OR011
OR-F00415,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,1,0,0,0,4,,,1,2,OR011
OR-F00526,Open,Clackamas,5,AFH,,,,2026-07-12,No,3,0,0,1,0,0,0,4,,,1,1,
OR-F00063,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00672,Open,Clackamas,87,ALF,,,,2026-07-12,No,4,1,0,26,0,0,0,30,,,1,1,
OR-F00217,Open,Clackamas,74,NF,Medicaid,,,2026-07-12,Yes,9,7,0,38,0,0,0,47,,,1,2,OR038
OR-F00630,Open,Clackamas,21,ALF,,,,2026-07-12,No,7,1,0,10,0,0,0,17,,,1,2,OR026
OR-F00363,Open,Clackamas,92,ALF,,,,2026-07-12,No,2,0,0,4,0,0,0,6,,,2,2,OR034
OR-F00654,Open,Clackamas,97,ALF,,,,2026-07-12,No,6,2,0,30,0,0,0,36,,,2,2,OR024
OR-F00655,Open,Clackamas,77,ALF,,,,2026-07-12,No,6,2,1,16,0,0,1,23,,,2,2,OR017
OR-F00632,Open,Clackamas,85,ALF,Medicaid,,,2026-07-12,Yes,5,1,1,50,0,0,1,56,,,2,2,OR019
OR-F00645,Open,Clackamas,16,ALF,,,,2026-07-12,No,5,0,0,6,0,0,0,11,,,1,1,
OR-F00384,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,4,0,0,0,7,,,1,1,
OR-F00091,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,2,0,0,0,0,0,0,2,,,1,1,
OR-F00011,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00129,Open,Clackamas,3,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00352,Open,Clackamas,15,RCF,Medicaid,,,2026-07-12,Yes,3,0,1,0,0,0,1,4,,,1,1,
OR-F00473,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,4,0,0,0,8,,,1,1,
OR-F00418,Open,Clackamas,5,AFH,,,,2026-07-12,No,3,0,0,3,0,0,0,6,,,1,1,
OR-F00002,Open,Clackamas,1,AFH,,,,2026-07-12,No,1,0,0,0,0,0,0,1,,,1,1,
OR-F00012,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00735,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00036,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,14,2,1,10,0,0,1,25,,,1,1,
OR-F00753,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,5,0,0,0,8,,,1,1,
OR-F00200,Open,Clackamas,7,NF,,,,2026-07-12,No,5,1,0,4,0,0,0,9,,,3,1,
OR-F00309,Open,Clackamas,21,"RCF, Memory Care",,,,2026-07-12,No,3,0,0,2,0,0,0,5,,,3,2,OR031
OR-F00634,Open,Clackamas,50,ALF,,,,2026-07-12,No,2,0,0,9,0,0,0,11,,,3,2,OR031
OR-F00306,Open,Clackamas,47,RCF,,,,2026-07-12,No,2,0,0,5,0,0,0,7,,,1,1,
OR-F00231,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,2,0,0,0,7,,,1,1,
OR-F00017,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,2,0,0,2,0,0,0,4,,,1,1,
OR-F00196,Open,Clackamas,92,NF,Medicaid,,,2026-07-12,Yes,25,18,2,51,0,0,2,78,,,1,1,
OR-F00589,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,1,0,0,0,4,,,1,1,
OR-F00052,Open,Clackamas,5,AFH,,,,2026-07-12,No,2,0,0,12,0,0,0,14,,,1,2,OR030
OR-F00410,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,7,0,0,5,0,0,0,12,,,1,1,
OR-F00037,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,2,0,0,1,0,0,0,3,,,1,1,
