facility_id,County,Licensed_Capacity,Medicaid_Contract_Flag,Specialty,Contract,n_inspections,n_investigations,n_enforcement,n_civil_fines,n_stop_placement,n_conditions,phone_shared_count,RF03_multi_home_operator,RF08_network_cluster,high_complaint_load,has_enforcement,has_stop_placement,has_condition,RF06_exclusion_match,latest_enforcement_year
OR-F00593,Clackamas,5,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00721,Clackamas,4,Yes,AFH,Medicaid,16,0,6,0,0,6,1,False,False,False,True,False,True,False,
OR-F00394,Clackamas,5,No,AFH,,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00546,Clackamas,5,No,AFH,,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00190,Clackamas,5,No,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00493,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00474,Clackamas,5,No,AFH,,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00472,Clackamas,5,No,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00059,Clackamas,0,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00450,Clackamas,5,No,AFH,,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00422,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00371,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00536,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00477,Clackamas,5,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00102,Clackamas,5,No,AFH,,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00233,Clackamas,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00298,Clackamas,10,Yes,"RCF, Memory Care",Medicaid,3,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00576,Clackamas,24,Yes,"RCF, Memory Care",Medicaid,3,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00681,Clackamas,65,Yes,ALF,Medicaid,3,1,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00201,Clackamas,87,Yes,NF,Medicaid,9,8,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00194,Clackamas,95,Yes,NF,Medicaid,18,17,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00348,Clackamas,15,Yes,"RCF, Memory Care",Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00790,Clackamas,5,Yes,AFH,Medicaid,7,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00359,Clackamas,68,Yes,"RCF, Memory Care",Medicaid,8,5,4,0,0,4,1,False,False,True,True,False,True,False,
OR-F00251,Clackamas,5,No,AFH,,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00519,Clackamas,5,No,AFH,,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00382,Clackamas,3,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00092,Clackamas,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00171,Clackamas,5,Yes,AFH,Medicaid,8,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00154,Clackamas,5,Yes,AFH,Medicaid,14,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00631,Clackamas,60,No,ALF,,2,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00301,Clackamas,32,No,"RCF, Memory Care",,2,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00609,Clackamas,3,No,AFH,,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00300,Clackamas,120,Yes,"RCF, Memory Care",Medicaid,8,3,3,0,0,3,1,False,False,True,True,False,True,False,
OR-F00303,Clackamas,37,Yes,RCF,Medicaid,6,2,3,0,0,3,1,False,False,False,True,False,True,False,
OR-F00016,Clackamas,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00282,Clackamas,5,No,AFH,,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00187,Clackamas,5,Yes,AFH,Medicaid,4,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00680,Clackamas,55,Yes,ALF,Medicaid,5,2,2,0,0,2,1,False,False,False,True,False,True,False,
OR-F00242,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00155,Clackamas,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00627,Clackamas,5,No,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00737,Clackamas,5,Yes,AFH,Medicaid,14,2,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00275,Clackamas,5,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00224,Clackamas,5,Yes,AFH,Medicaid,9,2,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00362,Clackamas,15,No,RCF,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00451,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00791,Clackamas,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00484,Clackamas,4,Yes,AFH,Medicaid,7,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00763,Clackamas,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00304,Clackamas,40,No,RCF,,7,3,0,0,0,0,1,False,False,True,False,False,False,False,
OR-F00486,Clackamas,5,Yes,AFH,Medicaid,7,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00101,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00044,Clackamas,5,No,AFH,,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00431,Clackamas,5,No,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00409,Clackamas,5,Yes,AFH,Medicaid,8,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00281,Clackamas,5,Yes,AFH,Medicaid,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00153,Clackamas,5,No,AFH,,5,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00312,Clackamas,35,Yes,"RCF, Memory Care",Medicaid,4,1,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00330,Clackamas,20,Yes,"RCF, Memory Care",Medicaid,3,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00725,Clackamas,5,Yes,AFH,Medicaid,8,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00398,Clackamas,4,No,AFH,,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00485,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00286,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00466,Clackamas,5,No,AFH,,7,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00490,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00246,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00179,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00659,Clackamas,48,Yes,ALF,Medicaid,6,1,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00738,Clackamas,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00170,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00550,Clackamas,5,Yes,AFH,Medicaid,8,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00230,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00524,Clackamas,5,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00565,Clackamas,5,No,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00723,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00030,Clackamas,3,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00261,Clackamas,4,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00460,Clackamas,5,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00208,Clackamas,5,Yes,AFH,Medicaid,5,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00010,Clackamas,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00594,Clackamas,5,Yes,AFH,Medicaid,8,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00025,Clackamas,5,Yes,AFH,Medicaid,4,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00792,Clackamas,5,Yes,AFH,Medicaid,7,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00385,Clackamas,5,Yes,AFH,Medicaid,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00372,Clackamas,3,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00503,Clackamas,5,Yes,AFH,Medicaid,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00046,Clackamas,5,Yes,AFH,Medicaid,5,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00311,Clackamas,30,Yes,RCF,Medicaid,5,2,4,0,0,4,5,True,True,False,True,False,True,False,
OR-F00319,Clackamas,30,Yes,RCF,Medicaid,4,1,1,0,0,1,5,True,True,False,True,False,True,False,
OR-F00338,Clackamas,30,Yes,RCF,Medicaid,4,1,3,0,0,3,5,True,True,False,True,False,True,False,
OR-F00318,Clackamas,30,Yes,RCF,Medicaid,3,1,1,0,0,1,5,True,True,False,True,False,True,False,
OR-F00029,Clackamas,2,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00375,Clackamas,5,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00731,Clackamas,5,Yes,AFH,Medicaid,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00789,Clackamas,5,Yes,AFH,Medicaid,13,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00074,Clackamas,4,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00100,Clackamas,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00618,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00088,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00610,Clackamas,5,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00557,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00387,Clackamas,5,No,AFH,,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00495,Clackamas,5,No,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00779,Clackamas,4,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00041,Clackamas,4,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00703,Clackamas,5,Yes,AFH,Medicaid,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00218,Clackamas,16,No,NF,,8,3,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00124,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00432,Clackamas,4,No,AFH,,6,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00336,Clackamas,16,No,"RCF, Memory Care",,7,2,3,0,0,3,2,True,False,False,True,False,True,False,
OR-F00329,Clackamas,32,Yes,"RCF, Memory Care",Medicaid,4,1,2,0,0,2,1,False,False,False,True,False,True,False,
OR-F00364,Clackamas,32,No,"RCF, Memory Care",,2,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00355,Clackamas,24,No,"RCF, Memory Care",,7,2,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00353,Clackamas,26,No,"RCF, Memory Care",,6,1,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00573,Clackamas,51,Yes,"RCF, Memory Care",Medicaid,6,2,1,0,0,1,2,True,False,False,True,False,True,False,
OR-F00133,Clackamas,2,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00570,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00739,Clackamas,0,Yes,AFH,Medicaid,6,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00007,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00661,Clackamas,101,Yes,ALF,Medicaid,11,7,4,0,0,4,1,False,False,True,True,False,True,False,
OR-F00105,Clackamas,3,No,AFH,,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00054,Clackamas,5,No,AFH,,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00320,Clackamas,15,No,RCF,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00360,Clackamas,15,Yes,"RCF, Memory Care",Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00700,Clackamas,5,Yes,AFH,Medicaid,10,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00118,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00662,Clackamas,79,Yes,ALF,Medicaid,7,4,6,0,0,6,1,False,False,True,True,False,True,False,
OR-F00514,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00001,Clackamas,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00120,Clackamas,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00302,Clackamas,75,Yes,RCF,Medicaid,4,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00419,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00515,Clackamas,5,No,AFH,,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00665,Clackamas,52,Yes,ALF,Medicaid,5,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00445,Clackamas,5,No,AFH,,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00498,Clackamas,5,No,AFH,,10,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00596,Clackamas,5,Yes,AFH,Medicaid,5,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00043,Clackamas,5,No,AFH,,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00307,Clackamas,16,No,RCF,,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00185,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00055,Clackamas,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00145,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00174,Clackamas,5,Yes,AFH,Medicaid,7,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00264,Clackamas,5,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00555,Clackamas,5,Yes,AFH,Medicaid,7,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00479,Clackamas,3,No,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00034,Clackamas,5,Yes,AFH,Medicaid,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00696,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00182,Clackamas,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00255,Clackamas,5,Yes,AFH,Medicaid,6,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00688,Clackamas,5,Yes,AFH,Medicaid,7,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00272,Clackamas,1,Yes,AFH,Medicaid,8,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00653,Clackamas,56,No,ALF,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00098,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00188,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00513,Clackamas,5,No,AFH,,9,0,2,0,0,2,1,False,False,False,True,False,True,False,
OR-F00003,Clackamas,5,No,AFH,,3,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00361,Clackamas,16,No,RCF,,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00106,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00103,Clackamas,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00221,Clackamas,5,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00117,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00408,Clackamas,3,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00383,Clackamas,5,No,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00427,Clackamas,5,No,AFH,,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00380,Clackamas,5,Yes,AFH,Medicaid,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00457,Clackamas,5,No,AFH,,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00399,Clackamas,5,No,AFH,,5,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00446,Clackamas,5,No,AFH,,5,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00395,Clackamas,5,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00135,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00379,Clackamas,5,No,AFH,,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00687,Clackamas,5,No,AFH,,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00401,Clackamas,5,Yes,AFH,Medicaid,7,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00210,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00111,Clackamas,5,No,AFH,,1,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00491,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00755,Clackamas,5,Yes,AFH,Medicaid,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00693,Clackamas,5,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00346,Clackamas,30,No,"RCF, Memory Care",,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00391,Clackamas,5,Yes,AFH,Medicaid,8,1,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00260,Clackamas,5,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00374,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00288,Clackamas,5,Yes,AFH,Medicaid,7,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00249,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00428,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00337,Clackamas,52,Yes,"RCF, Memory Care",Medicaid,5,2,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00213,Clackamas,50,Yes,NF,Medicaid,16,8,0,0,0,0,1,False,False,True,False,False,False,False,
OR-F00673,Clackamas,92,Yes,ALF,Medicaid,3,1,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00356,Clackamas,24,No,"RCF, Memory Care",,2,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00204,Clackamas,102,Yes,"NF, Memory Care",Medicaid,9,4,0,0,0,0,1,False,False,True,False,False,False,False,
OR-F00216,Clackamas,54,Yes,NF,Medicaid,11,9,0,0,0,0,1,False,False,True,False,False,False,False,
OR-F00641,Clackamas,72,Yes,ALF,Medicaid,3,1,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00207,Clackamas,50,Yes,NF,Medicaid,9,6,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00752,Clackamas,5,No,AFH,,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00467,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00564,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00134,Clackamas,5,Yes,AFH,Medicaid,0,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00377,Clackamas,3,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00604,Clackamas,5,Yes,AFH,Medicaid,11,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00685,Clackamas,50,Yes,ALF,Medicaid,3,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00325,Clackamas,28,Yes,"RCF, Memory Care",Medicaid,5,1,5,0,0,5,2,True,False,False,True,False,True,False,
OR-F00666,Clackamas,74,Yes,ALF,Medicaid,8,4,3,0,0,3,2,True,False,True,True,False,True,False,
OR-F00143,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00114,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00049,Clackamas,4,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00013,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00545,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00279,Clackamas,5,No,AFH,,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00496,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00358,Clackamas,47,No,RCF,,5,1,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00315,Clackamas,186,No,"RCF, Memory Care",,6,3,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00436,Clackamas,5,No,AFH,,6,2,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00119,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00009,Clackamas,5,No,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00354,Clackamas,104,Yes,"RCF, Memory Care",Medicaid,7,4,2,0,0,2,1,False,False,True,True,False,True,False,
OR-F00599,Clackamas,5,Yes,AFH,Medicaid,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00452,Clackamas,5,Yes,AFH,Medicaid,5,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00150,Clackamas,5,Yes,AFH,Medicaid,5,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00525,Clackamas,5,No,AFH,,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00061,Clackamas,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00517,Clackamas,5,No,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00235,Clackamas,5,Yes,AFH,Medicaid,7,1,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00369,Clackamas,5,Yes,AFH,Medicaid,6,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00004,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00381,Clackamas,4,Yes,AFH,Medicaid,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00048,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00096,Clackamas,5,No,AFH,,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00322,Clackamas,31,Yes,"RCF, Memory Care",Medicaid,4,2,1,0,0,1,2,True,False,False,True,False,True,False,
OR-F00644,Clackamas,79,No,ALF,,7,3,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00035,Clackamas,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00280,Clackamas,4,Yes,AFH,Medicaid,7,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00458,Clackamas,3,No,AFH,,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00121,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00284,Clackamas,5,Yes,AFH,Medicaid,3,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00676,Clackamas,61,Yes,ALF,Medicaid,9,5,3,0,0,3,2,True,False,True,True,False,True,False,
OR-F00324,Clackamas,12,Yes,"RCF, Memory Care",Medicaid,5,1,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00461,Clackamas,5,Yes,AFH,Medicaid,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00678,Clackamas,68,Yes,ALF,Medicaid,6,3,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00441,Clackamas,5,Yes,AFH,Medicaid,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00668,Clackamas,29,Yes,ALF,Medicaid,8,4,5,0,0,5,1,False,False,True,True,False,True,False,
OR-F00080,Clackamas,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00094,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00008,Clackamas,5,No,AFH,,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
